,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
1096,754.0,528.0,649.0,,349,0.5,2024-02-16 12:21:01.409584,2024-02-16 12:21:07.454213,0 days 00:00:06.044629,True,absolute_error,0.0379474965660851,43,0.5990752232680635,53,0.0874207198597374,13,7,RandomForest,120,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1095,741.0,957.0,,,277,0.5,2024-02-16 18:22:19.476042,2024-02-16 18:22:25.329238,0 days 00:00:05.853196,False,absolute_error,0.0887478583765452,15,0.0488626841731312,38,0.0712577022827464,11,5,RandomForest,186,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1094,756.0,530.0,326.0,,26,0.5,2024-02-16 10:38:10.136600,2024-02-16 10:38:21.916532,0 days 00:00:11.779932,False,absolute_error,0.0151427443303694,35,0.5866907040515092,18,0.0653557859962971,13,7,RandomForest,182,False,False,COMPLETE,,
1093,757.0,531.0,363.0,,63,0.5,2024-02-16 10:45:45.206118,2024-02-16 10:46:06.445915,0 days 00:00:21.239797,True,absolute_error,0.0160263963450446,37,0.5255125305301616,23,0.0877865279157019,13,7,RandomForest,192,False,False,COMPLETE,,
1092,742.0,547.0,236.0,143.0,143,0.5,2024-02-15 23:39:04.087346,2024-02-15 23:39:12.503945,0 days 00:00:08.416599,True,absolute_error,0.0560319993243812,9,0.1662099916436393,84,0.0758774057440616,15,8,RandomForest,196,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1043,764.0,522.0,372.0,,72,0.5,2024-02-16 10:47:12.521634,2024-02-16 10:47:29.955421,0 days 00:00:17.433787,True,absolute_error,0.0083041639181142,33,0.510226157149008,20,0.0840528722521179,10,5,RandomForest,163,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1042,788.0,797.0,,,117,0.5,2024-02-16 18:00:56.409697,2024-02-16 18:01:01.702278,0 days 00:00:05.292581,True,absolute_error,0.0502436906470619,6,0.1128055025294788,15,0.0871796510978351,6,4,RandomForest,97,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1041,789.0,778.0,,,98,0.5,2024-02-16 17:59:10.778692,2024-02-16 17:59:14.240031,0 days 00:00:03.461339,True,absolute_error,0.0493787502938983,30,0.1628103552903865,12,0.0760623204324593,10,3,RandomForest,44,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1040,790.0,779.0,,,99,0.5,2024-02-16 17:59:14.255898,2024-02-16 17:59:21.023029,0 days 00:00:06.767131,True,absolute_error,0.0395003941196615,4,0.2093594600401435,25,0.0792816152972834,2,4,RandomForest,144,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1090,744.0,534.0,341.0,,41,0.5,2024-02-16 10:41:30.618584,2024-02-16 10:42:02.054412,0 days 00:00:31.435828,True,absolute_error,0.0140819023110226,35,0.4699564386134,64,0.0734419993708492,14,10,RandomForest,118,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1123,816.0,814.0,,,134,0.5,2024-02-16 18:02:29.425522,2024-02-16 18:02:35.064538,0 days 00:00:05.639016,True,absolute_error,0.0676293019462902,33,0.1846891714495211,24,0.0828522395430821,4,3,RandomForest,108,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1106,774.0,687.0,,,7,0.5,2024-02-16 17:49:11.096697,2024-02-16 17:49:14.001104,0 days 00:00:02.904407,False,absolute_error,0.054964125898326,37,0.9092523040898024,42,0.0586801199149948,1,6,RandomForest,69,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1105,775.0,688.0,,,8,0.5,2024-02-16 17:49:14.017254,2024-02-16 17:49:29.601473,0 days 00:00:15.584219,False,absolute_error,0.0203587522669951,24,0.1983489413490254,64,0.0502463133644512,5,2,RandomForest,57,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1104,755.0,529.0,646.0,,346,0.5,2024-02-16 12:19:49.134863,2024-02-16 12:19:56.722460,0 days 00:00:07.587597,False,absolute_error,0.041383690692399,47,0.1985754194677611,43,0.0615263577992345,13,3,RandomForest,127,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1103,745.0,535.0,338.0,,38,0.5,2024-02-16 10:40:52.082546,2024-02-16 10:41:14.387578,0 days 00:00:22.305032,True,absolute_error,0.0099453113833502,9,0.3393500774065061,29,0.0853555027860342,12,8,RandomForest,168,False,False,COMPLETE,,
1102,746.0,536.0,334.0,,34,0.5,2024-02-16 10:40:08.584514,2024-02-16 10:40:33.347493,0 days 00:00:24.762979,True,absolute_error,0.0158337004313683,30,0.6126194147529408,38,0.0860407356978639,15,4,RandomForest,152,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1101,747.0,537.0,349.0,,49,0.5,2024-02-16 10:43:03.713013,2024-02-16 10:43:26.524339,0 days 00:00:22.811326,True,absolute_error,0.0071390608140647,19,0.4477584646222783,31,0.0890038561028176,7,3,RandomForest,160,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1100,748.0,538.0,347.0,,47,0.5,2024-02-16 10:42:33.068223,2024-02-16 10:43:07.434471,0 days 00:00:34.366248,True,absolute_error,0.0124388587635496,41,0.2617647808309866,48,0.0912189695512264,14,6,RandomForest,181,False,False,COMPLETE,,
1115,651.0,766.0,,,86,0.5,2024-02-16 17:58:02.676479,2024-02-16 17:58:07.577816,0 days 00:00:04.901337,True,absolute_error,0.0600285044706001,39,0.2043364298244455,20,0.083422802059329,2,6,RandomForest,92,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1162,703.0,464.0,588.0,,288,0.5,2024-02-16 12:01:36.864226,2024-02-16 12:01:57.774433,0 days 00:00:20.910207,False,absolute_error,0.0328657275665531,45,0.4651832941927495,60,0.05683865297882,14,3,RandomForest,126,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1161,1458.0,,,,478,0.5,2024-02-16 22:26:42.285419,2024-02-16 22:26:47.711557,0 days 00:00:05.426138,False,absolute_error,0.0687218679058902,20,0.4820154298684377,57,0.0516929917880051,13,10,RandomForest,181,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1160,692.0,533.0,507.0,,207,0.5,2024-02-16 11:34:48.258900,2024-02-16 11:35:08.568107,0 days 00:00:20.309207,False,absolute_error,0.0270982718352919,50,0.6102614236418948,62,0.0491120453030698,13,4,RandomForest,122,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1038,792.0,783.0,,,103,0.5,2024-02-16 17:59:39.338312,2024-02-16 17:59:44.945495,0 days 00:00:05.607183,True,absolute_error,0.066241159961939,46,0.1097316638382183,18,0.0820963920836477,3,2,RandomForest,111,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1158,694.0,469.0,221.0,248.0,248,0.5,2024-02-15 23:54:36.389718,2024-02-15 23:54:44.828424,0 days 00:00:08.438706,True,absolute_error,0.0518871360295146,28,0.2473251765142897,88,0.0910541784956086,9,5,RandomForest,197,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1157,813.0,545.0,238.0,50.0,50,0.5,2024-02-15 23:26:46.391430,2024-02-15 23:26:52.000176,0 days 00:00:05.608746,False,absolute_error,0.0501620675799509,44,0.5269750089863129,12,0.0471174589771605,15,11,RandomForest,188,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1156,809.0,541.0,242.0,79.0,79,0.5,2024-02-15 23:30:41.653361,2024-02-15 23:30:47.226004,0 days 00:00:05.572643,False,absolute_error,0.074643457236522,42,0.5819055652420692,14,0.0705333343748365,10,11,RandomForest,195,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1107,1509.0,,,,529,0.5,2024-02-16 22:37:49.680382,2024-02-16 22:37:57.123190,0 days 00:00:07.442808,True,absolute_error,0.0384709363435982,19,0.498236259017141,67,0.0954582325666867,14,4,RandomForest,172,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1051,806.0,490.0,401.0,,101,0.5,2024-02-16 10:57:20.159298,2024-02-16 10:57:37.115867,0 days 00:00:16.956569,False,absolute_error,0.0164657266164549,48,0.7523003415400924,49,0.0583608583861161,14,10,RandomForest,132,False,False,COMPLETE,,
1592,,,,,12,0.5,2024-02-17 13:39:06.997731,2024-02-17 13:39:09.891917,0 days 00:00:02.894186,False,absolute_error,0.09808730362805916,32,0.5839552243849621,34,0.06484441979062061,6,15,RandomForest,56,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1591,,,,,11,0.5,2024-02-17 13:38:58.679092,2024-02-17 13:39:06.982070,0 days 00:00:08.302978,False,absolute_error,0.011233644530321935,34,0.6140362706360993,26,0.06907956783123148,6,16,RandomForest,82,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1602,,,,,22,0.5,2024-02-17 13:42:10.291664,2024-02-17 13:42:28.941190,0 days 00:00:18.649526,False,absolute_error,0.007257118703747842,27,0.2038180525333226,62,0.0521634155489697,12,8,RandomForest,91,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1601,,,,,21,0.5,2024-02-17 13:41:56.842996,2024-02-17 13:42:10.276089,0 days 00:00:13.433093,False,absolute_error,0.008417473015542333,20,0.22627646013855535,40,0.03585881421409709,18,2,RandomForest,90,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1599,,,,,19,0.5,2024-02-17 13:41:03.299794,2024-02-17 13:41:20.083267,0 days 00:00:16.783473,False,absolute_error,0.007123661498663206,28,0.35021889178700977,44,0.053011625992350306,8,8,RandomForest,117,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1612,,,,,32,0.5,2024-02-17 13:43:48.259893,2024-02-17 13:44:08.723968,0 days 00:00:20.464075,False,absolute_error,0.006536876544342987,23,0.16215287951312857,61,0.044930913660078425,19,2,RandomForest,100,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1611,,,,,31,0.5,2024-02-17 13:43:32.398082,2024-02-17 13:43:48.243560,0 days 00:00:15.845478,False,absolute_error,0.007795892492559011,13,0.22826582531219386,50,0.039829717818606954,17,7,RandomForest,91,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1627,,,,,47,0.5,2024-02-17 13:47:22.219130,2024-02-17 13:47:27.970187,0 days 00:00:05.751057,True,absolute_error,0.019888048631353794,11,0.04712940174062382,16,0.04208751402719906,19,5,RandomForest,35,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1159,693.0,477.0,230.0,276.0,276,0.5,2024-02-15 23:59:23.570860,2024-02-15 23:59:29.449182,0 days 00:00:05.878322,False,absolute_error,0.0810575103849181,21,0.2944134814457047,84,0.0760692640806522,9,6,RandomForest,185,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1238,664.0,744.0,,,64,0.5,2024-02-16 17:56:05.485768,2024-02-16 17:56:09.086088,0 days 00:00:03.600320,True,absolute_error,0.0904108850389382,18,0.1620253351485097,53,0.0673006211489277,8,6,RandomForest,47,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1237,658.0,740.0,,,60,0.5,2024-02-16 17:55:46.740207,2024-02-16 17:55:50.046123,0 days 00:00:03.305916,False,absolute_error,0.0735525350884386,20,0.18290393275201,65,0.0596861363118622,13,2,RandomForest,59,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1236,659.0,483.0,361.0,,61,0.5,2024-02-16 10:45:21.642235,2024-02-16 10:45:45.188946,0 days 00:00:23.546711,True,absolute_error,0.0141002195772093,34,0.5954539487857293,35,0.0847466871949144,8,10,RandomForest,154,False,False,COMPLETE,,
1251,1078.0,,,,98,0.5,2024-02-16 17:59:10.778692,2024-02-16 17:59:14.240031,0 days 00:00:03.461339,True,absolute_error,0.0493787502938983,30,0.1628103552903865,12,0.0760623204324593,10,3,RandomForest,44,False,False,COMPLETE,,
1234,1489.0,,,,509,0.5,2024-02-16 22:33:14.680562,2024-02-16 22:33:22.274368,0 days 00:00:07.593806,True,absolute_error,0.0469662873143471,18,0.4730644024243273,59,0.0931175036241623,14,4,RandomForest,173,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1233,1495.0,,,,515,0.5,2024-02-16 22:34:03.182596,2024-02-16 22:34:11.063708,0 days 00:00:07.881112,False,absolute_error,0.0411025174443876,23,0.5752392033151884,62,0.0574864454014952,14,4,RandomForest,167,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1232,665.0,776.0,,,96,0.5,2024-02-16 17:59:00.999664,2024-02-16 17:59:04.798611,0 days 00:00:03.798947,False,absolute_error,0.0792639401222057,33,0.2607638364864966,41,0.0717281694441541,5,5,RandomForest,89,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1231,778.0,691.0,,,11,0.5,2024-02-16 17:49:49.037391,2024-02-16 17:49:57.415450,0 days 00:00:08.378059,True,absolute_error,0.0843398567946206,26,0.5578783251154347,92,0.0891297795271807,20,16,RandomForest,193,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1230,779.0,680.0,,,0,0.5,2024-02-16 17:47:59.819453,2024-02-16 17:48:05.558983,0 days 00:00:05.739530,False,absolute_error,0.0391735047044368,12,0.131672924715678,87,0.0496435007902532,15,9,RandomForest,60,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1229,1536.0,,,,556,0.5,2024-02-16 22:47:32.769805,2024-02-16 22:47:41.085744,0 days 00:00:08.315939,True,absolute_error,0.0437159338278515,14,0.6198218546350215,62,0.0992572273525612,13,5,RandomForest,195,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
1228,1574.0,,,,594,0.5,2024-02-16 23:02:27.453911,2024-02-16 23:02:41.007779,0 days 00:00:13.553868,False,absolute_error,0.0232260374760074,8,0.6244545958604696,30,0.0612063959282403,13,3,RandomForest,163,False,False,COMPLETE,"[0.5, 0.5, 0.5, 0.5]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
